fuente,nit,nit-razon social,Sector,ut,ventas
,900457991,900457991 - Mis Implants Sas,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,21678
,900458019,900458019 - Freyssinet Tierra Armada Colombia S.A.S,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,7709
,900458112,900458112 - Oleoderivados Ci Sas,G4690 - Comercio al por mayor no especializado,,15854
,900458284,900458284 - J.H. Productos Alimenticios Gustamas S.A.S.,C1089 - Elaboración de otros productos alimenticios n.c.p.,,2533
,900458368,900458368 - Posalda S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,918
,900458508,900458508 - Agroinversiones Osorio Lopez Sas Produccion Y Comercializacion De Productos Agricolas Nacional E Importada Para  Consumo Humano Y Animal  A0129 - Otros Cultivos Permanentes N.C.P. 01. Anual 2011-08-19  Activa 08. Sociedad Por Acciones Simplificada Sas 07. Actividad Económica Diferente A Las Anteriores,A0129 - Otros cultivos permanentes n.c.p.,,7901
,900458510,900458510 - Inversiones Tyr Asociados Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,490
,900458532,900458532 - Coinver Corporation Sas,F4290 - Construcción de otras obras de ingeniería civil,,308
,900458573,900458573 - Inversiones Garzon Mendoza Agrotec Sas,G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios,,1205
,900458601,900458601 - Interfood Sas En Reorganización,"C1020 - Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",,6657
,900458714,900458714 - Servicios Civiles Y Mecanica Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,10682
,900458729,900458729 - Inversiones Elite De Colombia S.A.S.,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,36246
,900458786,900458786 - Ágora Centro De Servicios Compartidos Sas,N8211 - Actividades combinadas de servicios administrativos de oficina,,18710
,900458924,900458924 - Luisas Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,3105
,900458971,900458971 - Distrintec S.A.S.,M7010 - Actividades de administración empresarial,,4700
,900459171,900459171 - Inversiones Victoli S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,892
,900459336,900459336 - Amarcor S.A.S,M7010 - Actividades de administración empresarial,,1642
,900459409,900459409 - Concreto Inmobiliario Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,179
,900459480,900459480 - Centro Empresarial Castellana Sas,F4112 - Construcción de edificios no residenciales,,722
,900459541,900459541 - Inmat Acero Y Vidrio Sas,"C2711 - Fabricación de motores, generadores y transformadores eléctricos",,3126
,900459781,900459781 - Promotora Mi Casa Sas,F4111 - Construcción de edificios residenciales,,14156
,900459826,900459826 - Aluminios Ag Y Cia Sas,F4330 - Terminación y acabado de edificios y obras de ingeniería civil,,5782
,900459857,900459857 - Vector Construcciones Sas,F4111 - Construcción de edificios residenciales,,305863
,900459888,900459888 - Gsa Estrategias Sas,M7020 - Actividades de consultoría de gestión,,756
,900460209,900460209 - Dissmo S.A.S,G4690 - Comercio al por mayor no especializado,,1160
,900460312,900460312 - Dynamo Distribution Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,38915
,900460414,900460414 - Syver S.A.S.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",,14875
,900460458,900460458 - Compra Y Venta O Comercializacion De Bienes Muebles E Inmuebles,M6910 - Actividades jurídicas,,516
,900460588,900460588 - Universal Sec Sas,F4112 - Construcción de edificios no residenciales,,4012
,900460679,900460679 - Distriardi S.A.S,"G4729 - Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",,37097
,900460715,900460715 - Cable Noticias Tv Sas,J6020 - Actividades de programación y transmisión de televisión,,5060
,900460790,900460790 - World Trade Center Pacific Cali Sas,F4112 - Construcción de edificios no residenciales,,236
,900460796,900460796 - Sociedad Minera Del Sinu Cantera  Gallo Crudo Sas,"B0812 - Extracción de arcillas de uso industrial, caliza, caolín y bentonitas",,412
,900460906,900460906 - Majuco S A S,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,8
,900460915,900460915 - Faimco Group Sas,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,,10486
,900461017,900461017 - Produlce S.A.S.,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",,973
,900461213,900461213 - Fun 4 Fit Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1390
,900461257,900461257 - Matrix Creditos Sas,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,2239
,900461291,900461291 - Comercializadora Chalis S.A.S.,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,7938
,900461311,900461311 - Inversiones Jgt S.A.S,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,120
,900461319,900461319 - Formetacol Sas En Reorganización,F4330 - Terminación y acabado de edificios y obras de ingeniería civil,,1075
,900461358,900461358 - Agropecuaria De La Altillanura Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,113
,900461448,900461448 - Credijamar S.A.,K6493 - Actividades de compra de cartera o factoring,,144345
,900461472,900461472 - Greiffenstein Arango S.A.S.,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",,1990
,900461488,900461488 - Tecno Fast Colombia S A S,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,6459
,900461512,900461512 - Muebles Plasticos Dummi Sas,G4755 - Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,,12788
,900461668,900461668 - Viveka Sas En Reorganizacion,M7020 - Actividades de consultaría de gestión,,2668
,900461790,900461790 - Cantalejo Sas,M7010 - Actividades de administración empresarial,,8432
,900461877,900461877 - Global Tools Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,2934
,900461923,900461923 - Laima Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",,19140
,900462032,900462032 - Porcicola La Soria S.A.S. En Proceso De Reorganización,A0144 - Cría de ganado porcino,,14001
,900462129,900462129 - Peyco Colombia,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,6902
,900462216,900462216 - Inversiones Todos Los Santos Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1470
,900462224,900462224 - Gestiones Empresariales  Marmura Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,4707
,900462228,900462228 - Cimento Inmuebles Comerciales Sas,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,9568
,900462334,900462334 - Transportes Servicios Y Suministros Sas,H4923 - Transporte de carga por carretera,,591
,900462359,900462359 - Free Zone Service S.A.S,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,2482
,900462387,900462387 - Pacifico Sancks S.A.S,"C1020 - Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",,15562
,900462403,900462403 - Inmobiliaria Constructora Serving S.A.S,F4111 - Construcción de edificios residenciales,,40360
,900462506,900462506 - Inversiones Dabel Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1733
,900462517,900462517 - Prosegur Seguridad Electronica Sas,F4321 - Instalaciones eléctricas,,23681
,900462545,900462545 - Collocation Technologies Colombia Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,2351
,900462549,900462549 - Desarrollos Terrestres Sas,F4290 - Construcción de otras obras de ingeniería civil,,4493
,900462579,900462579 - Anvacol Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,705
,900462586,900462586 - Alkiron S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1090
,900462596,900462596 - Navasink Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,350
,900462644,900462644 - Oxiteno Colombia Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,2605
,900462648,900462648 - Frames Sas,G4690 - Comercio al por mayor no especializado,,586
,900462686,900462686 - G63 Infraestructura Y Servicios S.A.S.,F4390 - Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,,9436
,900462749,900462749 - Grenelle S.A.S.,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",,284
,900462814,900462814 - J M Y M Construcciones Sas,F4111 - Construcción de edificios residenciales,,3521
,900462918,900462918 - Meridian Properties Sa,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,5852
,900463044,900463044 - Inversiones Meryhum Sas,G4631 - Comercio al por mayor de productos alimenticios,,31277
,900463069,900463069 - Zuma Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,64
,900463182,900463182 - J Tex Sas,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",,3068
,900463235,900463235 - Solcrom Colombia Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,2399
,900463394,900463394 - M + Group Promotora S.A.S,M7111 - Actividades de arquitectura,,2449
,900463519,900463519 - Inversiones Gafe Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,22442
,900463523,900463523 - Innovaciones De Moda Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,32774
,900463566,900463566 - A La Ene S.A.S,M7020 - Actividades de consultoría de gestión,,953
,900463765,900463765 - Inversiones Aventura S.A.S.,F4111 - Construcción de edificios residenciales,,177
,900463769,900463769 - Futuro 2030 S.A.S.,F4111 - Construcción de edificios residenciales,,721
,900463808,900463808 - Grupo Mediq Sas En Liquidacion,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,25819
,900463940,900463940 - Ofs & Tools Sas,M7020 - Actividades de consultaría de gestión,,30
,900464038,900464038 - Carsames Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,879
,900464041,900464041 - Sba Telecomunicaciones Colombia Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",,15007
,900464201,900464201 - Estrato 9 Sas En Liquidacion,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,,2084
,900464240,900464240 - Lajalo Inversiones Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,363
,900464271,900464271 - Subs Corp Sas,I5611 - Expendio a la mesa de comidas preparadas,,27182
,900464619,900464619 - Brahma Concept Sas,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,,25296
,900464630,900464630 - Activos Y Renting Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,952
,900464706,900464706 - Inversiones Seis Treinta Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,372
,900464714,900464714 - Promotora E Inversora Malla Sas,I5511 - Alojamiento en hoteles,,2900
,900464789,900464789 - Reestructura Sas,N8291 - Actividades de agencias de cobranza y oficinas de calificación crediticia,,9081
,900464794,900464794 - Inversiones Kautiva S.A.S.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,31097
,900464817,900464817 - Sinpro Colombia Sas,"F4322 - Instalaciones de fontanería, calefacción y aire acondicionado",,3080
,900464866,900464866 - Inversionistas Ssgc Sas,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,105
,900464953,900464953 - Totalsport Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,17791
,900465083,900465083 - Tariacuri Sas,A0124 - Cultivo de caña de azúcar,,5586
,900465095,900465095 - Le & Ve Alimentos Macsol Sas En Reorganizacion,G4631 - Comercio al por mayor de productos alimenticios,,66711
,900465103,900465103 - Comercializadora Globo Ventas Imporexp Sas,G4690 - Comercio al por mayor no especializado,,24786
,900465266,900465266 - Mirdico Sucursal Colombia,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,235
,900465361,900465361 - Group Mc Colombia Sas,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,45466
,900465468,900465468 - Trancero Sas,A0124 - Cultivo de caña de azúcar,,488
,900465699,900465699 - Jose Manuel Fernandez Pulido Blanca Bernal De Fernandez E Hijos S C A,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1409
,900465709,900465709 - Bicyclette Sas,M7410 - Actividades especializadas de diseño,,2373
,900465887,900465887 - Amara S.A.S.,M7010 - Actividades de administración empresarial,,401
,900465934,900465934 - Promotora Comercial De La Sabana Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,23882
,900466147,900466147 - Valtadria Group Sas,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",,25666
,900466196,900466196 - Bluefields Financial Colombia,I5511 - Alojamiento en hoteles,,21419
,900466212,900466212 - Suvalor Sufuturo S.A.S,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,4255
,900466237,900466237 - Inversiones Wgm Sas,B0722 - Extracción de oro y otros metales preciosos,,1771
,900466262,900466262 - Veinte Once Sas,M7310 - Publicidad,,47
,900466275,900466275 - Caribbean Sunrise Laboratorios M&Fchemicals S.A.S.,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",,15288
,900466369,900466369 - Mundial De Suspensiones Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,12896
,900466375,900466375 - Innovacion Y Servicios Sas,N7830 - Otras actividades de provisión de talento humano,,16191
,900466520,900466520 - Regus Business Colombia Ii,N8211 - Actividades combinadas de servicios administrativos de oficina,,72
,900466816,900466816 - Ruiz Rivera Hermanos Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,195
,900466837,900466837 - Triar Sas,"B0811 - Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",,1341
,900466860,900466860 - Hopes & Dreams Kindergarten Sas,P8530 - Establecimientos que combinan diferentes niveles de educación,,2302
,900466896,900466896 - Zte Colombia Sas,J6190 - Otras actividades de telecomunicaciones,,58172
,900467025,900467025 - Diboca Sas,G4690 - Comercio al por mayor no especializado,,2621
,900467097,900467097 - Iserra Serrano Pinto Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,6760
,900467139,900467139 - Inversiones Rz Sas,S9609 - Otras actividades de servicios personales n.c.p.,,1210
,900467160,900467160 - Camacho Parra Ingenieros Civiles Sas,F4210 - Construcción de carreteras y vías de ferrocarril,,1515
,900467166,900467166 - Inversiones Castaño Rios Sas,A0141 - Cría de ganado bovino y bufalino,,1092
,900467404,900467404 - Alvaro Rolando Perez Castro Abogados Sas-En Reorganizacion,M6910 - Actividades jurídicas,,380
,900467409,900467409 - Tlc Colombia Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,14977
,900467426,900467426 - Inversiones Revera Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,152
,900467439,900467439 - Kapta Bi S.A.S.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,2554
,900467542,900467542 - Construimos E.A. S.A.S,F4111 - Construcción de edificios residenciales,,3900
,900467569,900467569 - Promotora Los Cauchos S.A.S,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,3288
,900467696,900467696 - Avanz Consultores Sas,M7020 - Actividades de consultoría de gestión,,2353
,900467836,900467836 - Inmobiliaria Y Construcciones Exito Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1710
,900467904,900467904 - B&A Ingenieria Y Construcciones S.A.S. B&A Ingb&A Ingenieria Y Construcciones S.A.S. Enieria Y Construcciones S.A.S.,F4290 - Construcción de otras obras de ingeniería civil,,21939
,900467968,900467968 - Cgt Inversiones Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,330
,900468085,900468085 - Andimoda Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,79259
,900468220,900468220 - Sm Fenix Promotora Inmobiliaria Sas,F4111 - Construcción de edificios residenciales,,4
,900468235,900468235 - Organizacion Oreka Sas,F4220 - Construcción de proyectos de servicio público,,9346
,900468288,900468288 - Estrategia Andina S.A.S.,M7020 - Actividades de consultoría de gestión,,801
,900468541,900468541 - Stina S.A.S,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,559
,900468560,900468560 - Sports Services South America Sas,M7020 - Actividades de consultoría de gestión,,7130
,900468628,900468628 - Petrodynamic Petroleum Services Sas,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,,9451
,900468762,900468762 - Agro Maca Sm S A S,A0144 - Cría de ganado porcino,,5654
,900468877,900468877 - G3E Sas,F4290 - Construcción de otras obras de ingeniería civil,,721
,900468902,900468902 - Et Caps & Hats Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,3401
,900469128,900469128 - Inversiones Auragan Sas,M7010 - Actividades de administración empresarial,,2828
,900469136,900469136 - Strike Aviation De Colombia Sas,H5122 - Transporte aéreo internacional de carga,,590
,900469153,900469153 - Tuenlace S.A.S.,J6190 - Otras actividades de telecomunicaciones,,1876
,900469162,900469162 - Inveares Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,547
,900469177,900469177 - Tiet Completion Systems Corp Sc,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,173
,900469423,900469423 - Custodios Sas,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,,340
,900469459,900469459 - Fantasia Del Agua S.A.S.,"F4322 - Instalaciones de fontanería, calefacción y aire acondicionado",,2170
,900469734,900469734 - Golden Hass S.A.S.,A0121 - Cultivo de frutas tropicales y subtropicales,,8568
,900469791,900469791 - Alianza Big Sas,N7710 - Alquiler y arrendamiento de vehículos automotores,,24
,900469809,900469809 - Disazucar Botero Sas,G4631 - Comercio al por mayor de productos alimenticios,,74136
,900469903,900469903 - Inversiones Calbor Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,189
,900469932,900469932 - El Arca Distribuciones Sas,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,6141
,900470058,900470058 - Inversiones Csd Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,2047
,900470059,900470059 - Rodriguez Navarrete & Urrea Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,217
,900470099,900470099 - Solux Sas,K6493 - Actividades de compra de cartera o factoring,,5009
,900470112,900470112 - Representaciones Y Empaques Sas,G4690 - Comercio al por mayor no especializado,,2688
,900470130,900470130 - Agro Santa Helena Sas,A0119 - Otros cultivos transitorios n.c.p.,,2425
,900470133,900470133 - Plantaciones Santa Rita Sas,A0119 - Otros cultivos transitorios n.c.p.,,28
,900470136,900470136 - Hevea De Los Llanos Sas,A0119 - Otros cultivos transitorios n.c.p.,,76
,900470141,900470141 - Tsr20 Inversiones Sas,A0119 - Otros cultivos transitorios n.c.p.,,3372
,900470145,900470145 - Hevea Inversiones S.A.S,A0119 - Otros cultivos transitorios n.c.p.,,7259
,900470204,900470204 - Obrarte Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,599
,900470224,900470224 - Ferreteria Goyjul Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,9888
,900470452,900470452 - Construcciones Aguamarina S A S,F4111 - Construcción de edificios residenciales,,15319
,900470505,900470505 - Comercializadora De Alimentos Hapemo Sas,I5611 - Expendio a la mesa de comidas preparadas,,8747
,900470523,900470523 - Metal Pacific Sas,H5012 - Transporte de carga marítimo y de cabotaje,,1801
,900470526,900470526 - Vialtruck Sas,G4731 - Comercio al por menor de combustible para automotores,,16355
,900470542,900470542 - Power Petroleom International Co Limited,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,,72
,900470587,900470587 - Grupo Magnolio Y Cia Sas,M7010 - Actividades de administración empresarial,,142
,900470629,900470629 - Restrepo Rojas Pineda  Arquitectos Sas,M7111 - Actividades de arquitectura,,6404
,900470673,900470673 - Comercializadora E Inversiones S A S,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,27401
,900470679,900470679 - Escenarios Deportivos Sas,F4290 - Construcción de otras obras de ingeniería civil,,11836
,900470772,900470772 - Transportes Csc Sas En Reeorganizacion,H4921 - Transporte de pasajeros,,18436
,900470827,900470827 - Activos Fenix S.A.S.,F4111 - Construcción de edificios residenciales,,391
,900470845,900470845 - Talou Sas,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,467
,900470848,900470848 - Envigado Futbol Club Sa,R9312 - Actividades de clubes deportivos,,33021
,900470941,900470941 - Comercializadora Internacional  Coquexport   S   A  S,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,983
,900471195,900471195 - Ideas Musicales De Colombia Sas,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,,47120
,900471207,900471207 - Nuñez Y Asociados Abogados Sas,M6910 - Actividades jurídicas,,2455
,900471218,900471218 - Mei Production Sas,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",,470
,900471263,900471263 - Proyectos Integrales De Diseño Y Construccion - Proindicon Sas,F4112 - Construcción de edificios no residenciales,,81
,900471323,900471323 - Ranica Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1332
,900471350,900471350 - Scutum Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,384
,900471382,900471382 - Fincpack Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,10665
,900471385,900471385 - Dinico Sas,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",,2340
,900471438,900471438 - Promotora Inmobiliaria Madera Sas,F4111 - Construcción de edificios residenciales,,29943
,900471617,900471617 - Ventas Y Mas Sas,G4631 - Comercio al por mayor de productos alimenticios,,8634
,900471884,900471884 - Tritech Colombia Sas,"G4732 - Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores",,2824
,900472350,900472350 - Business Tiger Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1250
,900472353,900472353 - Red Cardiovascular Sas,"Q8621 - Actividades de la práctica médica, sin internación",,1222
,900472456,900472456 - Consultorias Y Emprendimientos S.A.S.,M7010 - Actividades de administración empresarial,,143
,900472533,900472533 - Mydeal Inversiones Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,69
,900472595,900472595 - Vegimed S.A.S.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,2422
,900472654,900472654 - Orsomarso Sport Club S.A.,R9312 - Actividades de clubes deportivos,,2260
,900472688,900472688 - Costa Sur S.A.S.,K6613 - Otras actividades relacionadas con el mercado de valores,,1083
,900472806,900472806 - Inversiones Ffmc S.A.S,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,2656
,900472986,900472986 - Grupo Gless Sas,I5611 - Expendio a la mesa de comidas preparadas,,5564
,900473048,900473048 - Agregados Y Canteras Del Norte Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,6277
,900473117,900473117 - Royal Leather Sas,"C1512 - Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",,4529
,900473130,900473130 - Berso Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,293
,900473184,900473184 - Extractora Santafe Sas,C1031 - Extracción de aceites de origen vegetal crudos,,49999
,900473191,900473191 - Inversiones Hoyos & Garcia S.A.S.,M7020 - Actividades de consultoría de gestión,,1624
,900473327,900473327 - Inversiones Quiquel Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,1757
,900473338,900473338 - Proyectos Y Resultados S.A.S.,K6613 - Otras actividades relacionadas con el mercado de valores,,1681
,900473468,900473468 - Kronos Grupo Empresarial Sa,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,,1484
,900473711,900473711 - Proyecto El Triunfo Sas,F4111 - Construcción de edificios residenciales,,5313
,900473842,900473842 - Inversiones Malusa Sas,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,3974
,900473892,900473892 - Inmokoti Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,550
,900473925,900473925 - Agroforestal Bengala Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,346
,900474020,900474020 - Grupo Amadeus Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,605
,900474031,900474031 - Intech Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,24
,900474084,900474084 - Agencia De Aduanas Crypton Sas Nivel 2,M7420 - Actividades de fotografía,,421
,900474092,900474092 - Mecj Sociedad Por Acciones Simplificada,"H5221 - Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",,2237
,900474142,900474142 - Muñoz Ingeniera Sas En Reoganizacion,F4290 - Construcción de otras obras de ingeniería civil,,8415
,900474144,900474144 - Potencia Y Tecnologia Sas,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",,28277
,900474166,900474166 - Azahar Del Viento Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,657
,900474281,900474281 - Desarrolladora Residencial Iwoka Sas,F4111 - Construcción de edificios residenciales,,372
,900474313,900474313 - Aceites Y Grasas Del Catatumbo Sas,C1031 - Extracción de aceites de origen vegetal crudos,,221039
,900474317,900474317 - Inversiones Agroindustriales Mb Sas,A0141 - Cría de ganado bovino y bufalino,,731
,900474342,900474342 - Sport Fitness Shop Colombia S.A.S.,G4669 - Comercio al por mayor de otros productos n.c.p.,,15660
,900474414,900474414 - Agroproyectos Serra S.A.S,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,30818
,900474451,900474451 - Portal Universitario Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,565
,900474538,900474538 - Calamonte S.A.S,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,4699
,900474585,900474585 - Inversiones El Oyeto Sas,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,3056
,900474614,900474614 - Inversiones Bero Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",,509
,900474762,900474762 - Tv Azteca Sucursal Colombia,J6190 - Otras actividades de telecomunicaciones,,21331
,900474780,900474780 - Agmo Sas,"A0111 - Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas",,19860
,900474794,900474794 - Price Res S.A.S.,N7911 - Actividades de las agencias de viaje,,82381
,900474814,900474814 - Capital Rentavalaores Sas En Liquidacion,M7010 - Actividades de administración empresarial,,3760
,900474839,900474839 - Tradicion Del Campo Sas,A0144 - Cría de ganado porcino,,3196
