fuente,nit,nit-razon social,Sector,ut,ventas
Clientes,900155227,900155227 - Fruty Green Sas,A0121 - Cultivo de frutas tropicales y subtropicales,103.0,8542
prospectos,800042589,800042589 - Analisis Tecnicos Sas,G4690 - Comercio al por mayor no especializado,102.0,22060
prospectos,830071139,830071139 - Fabega Sas,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,102.0,35316
Clientes,830097922,830097922 - Operadores Hoteleros Regency Sa,I5511 - Alojamiento en hoteles,102.0,20226
prospectos,830500775,830500775 - Rebujia  Sas,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",102.0,30744
Clientes,860004828,860004828 - Alimentos Finca S.A.S.,C1090 - Elaboración de alimentos preparados para animales,102.0,2305297
Clientes,890901484,890901484 - Fernandez Y Cia S. A.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",102.0,46609
prospectos,900507611,900507611 - Cinte Colombia Sas,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,102.0,38176
prospectos,900877788,900877788 - Alondra Muebles Y Colchones Sas,G4755 - Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,102.0,97137
prospectos,800057965,800057965 - Vision Software Sas,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,101.0,129815
Clientes,800227956,800227956 - Comercializadora Internacional El Globo S.A.S. En Reorganizacion,"C1410 - Confección de prendas de vestir, excepto prendas de piel",101.0,39692
prospectos,800251163,800251163 - Oleoducto Central S.A.,H4930 - Transporte por tuberías,101.0,1331442
prospectos,805016128,805016128 - Constructora Solanillas Sas,F4111 - Construcción de edificios residenciales,101.0,177457
prospectos,830047891,830047891 - Sistran Colombia S.A.,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,101.0,24870
prospectos,890920782,890920782 - Almacenes Y Talleres Moto Precision S.A.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",101.0,53031
prospectos,900873258,900873258 - Aa Metals Sas,C2410 - Industrias básicas de hierro y de acero,101.0,61036
prospectos,800002784,800002784 - Laboratorios Veterland Ltda,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",100.0,26970
prospectos,800003776,800003776 - Diconsultoria Sa,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,100.0,2088
prospectos,800005736,800005736 - Quinberlab Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",100.0,71759
prospectos,800007122,800007122 - Colegas Sas,G4511 - Comercio de vehículos automotores nuevos,100.0,111376
prospectos,800015615,800015615 - Marpico S.A.S.,G4632 - Comercio al por mayor de bebidas y tabaco,100.0,116080
prospectos,800015821,800015821 - Contabler S.A.,"M6920 - Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",100.0,12548
prospectos,800016281,800016281 - Construcciones Civiles Y Pavimentos S.A.S,F4290 - Construcción de otras obras de ingeniería civil,100.0,18120
prospectos,800020772,800020772 - Empaquetaduras Darrow Sas,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",100.0,29814
prospectos,800022051,800022051 - Agropecuaria Los Cunas S.A.S.,A0122 - Cultivo de plátano y banano,100.0,19588
prospectos,800024711,800024711 - Comercializadora Quantto Sa,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",100.0,88200
prospectos,800029569,800029569 - Autosuperior S.A.S,G4511 - Comercio de vehículos automotores nuevos,100.0,86796
prospectos,800032281,800032281 - Zapata Posada Villegas Y Cia S.A.S. En Liquidacion,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,100.0,4
prospectos,800039849,800039849 - Ci Flores Carmelsas,A0125 - Cultivo de flor de corte,100.0,16996
prospectos,800049458,800049458 - Florval S.A.S,A0125 - Cultivo de flor de corte,100.0,88418
prospectos,800056821,800056821 - Cosmeticos Lehit Ltda,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",100.0,37879
prospectos,800057310,800057310 - Nec De Colombia Sa  Nec De Colombia Sa,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",100.0,187320
prospectos,800062591,800062591 - Neumatica Del Caribe Sa,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100.0,73074
prospectos,800081030,800081030 - Mayun Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",100.0,60754
prospectos,800082889,800082889 - Datalog Colombia Sas,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,100.0,25176
prospectos,800089188,800089188 - Ediva Sa,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,100.0,13030
prospectos,800091085,800091085 - Reconstructora De Canecas Y Tambores S.A.S.,C2592 - Tratamiento y revestimiento de metales; mecanizado,100.0,28330
prospectos,800095750,800095750 - Proyectos Montajes Y Construcciones Sa,F4290 - Construcción de otras obras de ingeniería civil,100.0,11001
prospectos,800096890,800096890 - Muros Y Techos S.A.S. Ingenieros Arquitectos **Muros Y Techos S.A.S.**,F4111 - Construcción de edificios residenciales,100.0,30772
prospectos,800099480,800099480 - Ci Cultivos Sayonara Sas,A0125 - Cultivo de flor de corte,100.0,28245
Clientes,800099568,800099568 - Suministros Radiograficos Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",100.0,40624
prospectos,800101493,800101493 - Santa Juana Inmobiliaria S.A.S,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,100.0,25729
prospectos,800102638,800102638 - Administración De Recursos Y Oportunidades Sas,G4631 - Comercio al por mayor de productos alimenticios,100.0,32831
prospectos,800108054,800108054 - Inversiones Casagrande Sas,A0122 - Cultivo de plátano y banano,100.0,33223
prospectos,800110385,800110385 - Euroetika Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",100.0,56255
prospectos,800111431,800111431 - Solfivalores Sa,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",100.0,4303
prospectos,800124979,800124979 - Administradora Monserrate Sas,I5611 - Expendio a la mesa de comidas preparadas,100.0,13482
prospectos,800128989,800128989 - Guimar Seguridad Industrial S.A.S.,G4669 - Comercio al por mayor de otros productos n.c.p.,100.0,15346
Clientes,800130985,800130985 - Creaciones Nadar S.A.,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,100.0,37607
Clientes,800135729,800135729 - Empresa De Recursos Tecnologicos S.A. E.S.P. Acuerdo De  Reestructuracion,J6110 - Actividades de telecomunicaciones alámbricas,100.0,21340
prospectos,800136038,800136038 - Grafitintas S.A.,G4690 - Comercio al por mayor no especializado,100.0,17064
prospectos,800150223,800150223 - Primatela Sas,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",100.0,161997
prospectos,800152266,800152266 - Distribuidora Agricola De Uraba S.A.S.,A0122 - Cultivo de plátano y banano,100.0,10659
prospectos,800157469,800157469 - Euromarmol S.A.S. En Liquidación,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",100.0,7889
prospectos,800165720,800165720 - Alcantara Asociados S A S,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,100.0,99321
Clientes,800167494,800167494 - Ada S.A.S,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,100.0,9048
Clientes,800167919,800167919 - Stilotex S.A.S.,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",100.0,127944
prospectos,800169794,"800169794 - Ingenieria, Suministros, Montajes Y Construcciones S.A.S I.S.M.S.A.S.",M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,100.0,17332
prospectos,800171809,800171809 - Prodia S.A.S.,C1089 - Elaboración de otros productos alimenticios n.c.p.,100.0,45822
prospectos,800171929,800171929 - Tubulares Y Bolsas Plasticas Sas,C2221 - Fabricación de formas básicas de plástico,100.0,71779
prospectos,800172301,800172301 - Trasegar Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100.0,23645
prospectos,800181845,800181845 - El Forraje Sas,C1090 - Elaboración de alimentos preparados para animales,100.0,33646
prospectos,800189839,800189839 - Mes De Occidente Sas,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",100.0,33833
prospectos,800192105,800192105 - Recordar Prevision Exequial Total Sas,S9603 - Pompas fúnebres y actividades relacionadas,100.0,125930
prospectos,800198348,800198348 - Ventas Institucionales Sas,G4631 - Comercio al por mayor de productos alimenticios,100.0,33069
prospectos,800208449,800208449 - Galco Sas,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,100.0,22693
prospectos,800209530,800209530 - Constructora Fg Sas,F4290 - Construcción de otras obras de ingeniería civil,100.0,47894
prospectos,800216624,800216624 - Mym Manejo De Materiales Sas,C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,100.0,6420
prospectos,800237463,800237463 - Inmocente Sas,"C1610 - Aserrado, acepillado e impregnación de la madera",100.0,9724
prospectos,800240718,800240718 - Su Temporal Sas,N7820 - Actividades de empresas de servicios temporales,100.0,90325
prospectos,800247085,800247085 - Direccion Integral De Proyectos Sas,M7111 - Actividades de arquitectura,100.0,8816
prospectos,800248617,800248617 - Ruquim S.A.S.,G4631 - Comercio al por mayor de productos alimenticios,100.0,269261
prospectos,800253467,800253467 - Duas Rodas Colombia Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,100.0,21665
prospectos,800255754,800255754 - Sencinet Latam Colombia Sa,J6110 - Actividades de telecomunicaciones alámbricas,100.0,88630
prospectos,800256059,800256059 - Construimos Y Señalizamos S.A.,F4290 - Construcción de otras obras de ingeniería civil,100.0,60531
prospectos,802000849,802000849 - Janna Motors Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,100.0,90192
prospectos,802006730,802006730 - Interglobal Seguridad Y Vigilancia Ltda,N8010 - Actividades de seguridad privada,100.0,104501
prospectos,802007207,802007207 - Autotropical Sas,G4511 - Comercio de vehículos automotores nuevos,100.0,235476
prospectos,802014606,802014606 - Pet Del Caribe Sa,C2229 - Fabricación de artículos de plástico n.c.p.,100.0,52059
prospectos,802022539,802022539 - Chapman Wilches Sas,M6910 - Actividades jurídicas,100.0,16250
prospectos,805001030,805001030 - Credirebaja Sa,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",100.0,2755
prospectos,805014656,805014656 - Constructora El Castillo Sas,F4111 - Construcción de edificios residenciales,100.0,61196
prospectos,811000761,811000761 - Minera El Roble Sa,B0729 - Extracción de otros minerales metalíferos no ferrosos n.c.p.,100.0,258662
Clientes,811000810,811000810 - Masterdent Sas,"C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",100.0,10089
prospectos,811005628,811005628 - Ensenada Sas,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,100.0,32641
prospectos,811006439,811006439 - Comercial Leonidas Sas,G4751 - Comercio al por menor de productos textiles en establecimientos especializados,100.0,11068
Clientes,811006928,811006928 - Interventoria Diseños Y Contratos Sas,F4210 - Construcción de carreteras y vías de ferrocarril,100.0,34722
Clientes,811010485,811010485 - Fga Fondo De Garantias S.A.,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,100.0,550039
Clientes,811010679,811010679 - Plasticos Correa S.A.S,C2229 - Fabricación de artículos de plástico n.c.p.,100.0,51359
prospectos,811011426,811011426 - Distribuciones Medife Sas,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",100.0,22100
prospectos,811014191,811014191 - Naftalina Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",100.0,80376
prospectos,811015620,811015620 - Ecoflora Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",100.0,2164
prospectos,811016049,811016049 - Nucleos E Inversiones Forestales De Colombia Sa,"C1610 - Aserrado, acepillado e impregnación de la madera",100.0,25150
prospectos,811016211,811016211 - Mezclas Biomix S.A.S,C1090 - Elaboración de alimentos preparados para animales,100.0,68701
prospectos,811017920,811017920 - Industria De Galletas Greco,C1081 - Elaboración de productos de panadería,100.0,41254
prospectos,811018676,811018676 - John Uribe E Hijos Sa,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",100.0,248674
prospectos,811019880,811019880 - Antioqueña De Porcinos Sas,A0144 - Cría de ganado porcino,100.0,384978
prospectos,811021765,811021765 - St Jude Medical Colombia Ltda,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100.0,103905
prospectos,811021772,811021772 - Suramericana De Textiles S.A.S.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",100.0,93911
prospectos,811022288,811022288 - Punto Cardinal Comunicaciones Sas,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,100.0,8194
prospectos,811022796,811022796 - Inmunizadora Rionegro S.A.S,"C1610 - Aserrado, acepillado e impregnación de la madera",100.0,16752
prospectos,811022882,811022882 - Tecnologías Alimenticias S.A.S.,C1089 - Elaboración de otros productos alimenticios n.c.p.,100.0,67909
Clientes,811023886,811023886 - Ingeneo S.A.S.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",100.0,23509
prospectos,811024214,811024214 - Silicauchos Sas,C2219 - Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,100.0,20365
prospectos,811024730,811024730 - Maxibienes Sas,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,100.0,9815
prospectos,811027319,811027319 - Sociedad De Comercializacion Internacional Banafrut S.A,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,100.0,300401
prospectos,811031963,811031963 - Promotora Y Constructora De Proyectos Sas,F4111 - Construcción de edificios residenciales,100.0,14259
prospectos,811032699,811032699 - Global Garlic Sas,G4631 - Comercio al por mayor de productos alimenticios,100.0,35959
prospectos,811032797,811032797 - Andes Cast Metals Foundry Sas,C2431 - Fundición de hierro y de acero,100.0,13765
prospectos,811033850,811033850 - Ingeconcreto S.A.S,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,100.0,7625
prospectos,811037225,811037225 - Century Global Sa,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,100.0,1143
prospectos,811037554,811037554 - Condugas Sa Bic,F4290 - Construcción de otras obras de ingeniería civil,100.0,43846
prospectos,811037682,811037682 - Distribuidora Matec Sas,G4755 - Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,100.0,75440
prospectos,811041784,811041784 - Suplemedicos Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100.0,42125
Clientes,811042584,811042584 - Comedica Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",100.0,35340
prospectos,811043685,811043685 - Inversiones Afin Sas,H5210 - Almacenamiento y depósito,100.0,14088
prospectos,811043844,811043844 - Distribuidora Coldiesel S.A.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",100.0,17930
prospectos,811045069,811045069 - Adn Software Sas,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",100.0,417
prospectos,811045903,811045903 - Distrimarcas S.A.S,G4631 - Comercio al por mayor de productos alimenticios,100.0,40061
prospectos,815000997,815000997 - Almotores Sas,G4511 - Comercio de vehículos automotores nuevos,100.0,175855
prospectos,815004411,"815004411 - Especialistas En Reparacion, Montajes Industriales Y De Calderas S.A.S.",C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,100.0,6462
prospectos,830000556,830000556 - Papeles Y Corrugados Andina Sa,C1701 - Fabricación de pulpas (pastas) celulósicas; papel y cartón,100.0,124905
prospectos,830006051,830006051 - Diageo Colombia S.A.,G4632 - Comercio al por mayor de bebidas y tabaco,100.0,1240660
Clientes,830006122,830006122 - Promotora De Diversion Sas,R9321 - Actividades de parques de atracciones y parques temáticos,100.0,22375
prospectos,830006901,830006901 - Automotores Comagro Sas,G4511 - Comercio de vehículos automotores nuevos,100.0,137500
Clientes,830007710,830007710 - Pearson Educacion De Colombia Sas,"G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",100.0,101710
prospectos,830013988,830013988 - Alfapeople Andino Sas,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,100.0,27334
prospectos,830015534,830015534 - Oga Sistemvac Sas,C2819 - Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,100.0,40126
prospectos,830015970,830015970 - Campoalto Acesalud S.A.S.,P8551 - Formación para el trabajo,100.0,13748
prospectos,830018198,830018198 - Pasteurizadora Santodomingo S A,C1040 - Elaboración de productos lácteos,100.0,103099
prospectos,830022319,830022319 - Trane De Colombia Sa,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,100.0,60634
prospectos,830036832,830036832 - Extractora Cusiana Sas En Reorganizacion,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,100.0,20119
prospectos,830042385,830042385 - Krypto Consultoria Sas Bic,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",100.0,6052
prospectos,830047215,830047215 - Centro Interactivo De Crm Sas,N8220 - Actividades de centros de llamadas (call center),100.0,33078
prospectos,830047991,830047991 - Egon Zehnder Sas,M7020 - Actividades de consultoría de gestión,100.0,15346
Clientes,830054364,830054364 - Sign Supply Sa,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,100.0,17998
prospectos,830057144,830057144 - Regus Colombia Limitada,N8211 - Actividades combinadas de servicios administrativos de oficina,100.0,11915
prospectos,830065157,830065157 - Leadersearch S.A.S.,N7830 - Otras actividades de provisión de talento humano,100.0,19285
prospectos,830066396,830066396 - Refratermic Sa,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,100.0,10110
prospectos,830074045,830074045 - Cognosonline Solutions Colombia Sa,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,100.0,18517
prospectos,830075684,830075684 - Rentandes S.A.S.,N7710 - Alquiler y arrendamiento de vehículos automotores,100.0,68073
prospectos,830075862,830075862 - Mundial De Montacargas Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",100.0,13615
prospectos,830077975,830077975 - Axede Sa En Reorganización,J6190 - Otras actividades de telecomunicaciones,100.0,26617
prospectos,830079015,830079015 - Meltec Comunicaciones Sa,J6120 - Actividades de telecomunicaciones inalámbricas,100.0,120996
prospectos,830105621,830105621 - Osp International Cala Sas,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",100.0,6704
prospectos,830110002,830110002 - Lacteos Camporal Sas Bic En Reorganizacion,C1040 - Elaboración de productos lácteos,100.0,12832
prospectos,830115079,830115079 - Auto Grande S A,G4511 - Comercio de vehículos automotores nuevos,100.0,47395
prospectos,830117019,830117019 - Pilgrim Security Ltda,N8010 - Actividades de seguridad privada,100.0,6516
Clientes,830118816,830118816 - Sm Digital,M7310 - Publicidad,100.0,23288
prospectos,830120839,830120839 - Multisuministros Industriales Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,100.0,26427
prospectos,830122327,830122327 - Novatec Fluid System Sas,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,100.0,18519
prospectos,830123946,"830123946 - Icono Urbano S,A,",F4112 - Construcción de edificios no residenciales,100.0,2729
prospectos,830143316,830143316 - Compañia Nacional De Aceites S.A. En Reorganizacion,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,100.0,56958
prospectos,830146140,830146140 - Gtc Ingenieria Sas,F4290 - Construcción de otras obras de ingeniería civil,100.0,89066
prospectos,830507587,830507587 - Imw Colombia Ltda,C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,100.0,19936
prospectos,830508261,830508261 - C.I. Jyj Distribuciones S.A.S.,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",100.0,17762
prospectos,830509277,830509277 - Disol Sa,"G4724 - Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",100.0,32137
prospectos,830514150,830514150 - Blp Constructores Sa,F4111 - Construcción de edificios residenciales,100.0,50
prospectos,860001789,860001789 - Pelikan Colombia Sas,C3290 - Otras industrias manufactureras n.c.p.,100.0,55690
prospectos,860003563,860003563 - Hitachi Energy Colombia Ltda,"C2711 - Fabricación de motores, generadores y transformadores eléctricos",100.0,404785
prospectos,860004855,860004855 - Goodyear De Colombia Sa,C2211 - Fabricación de llantas y neumáticos de caucho,100.0,408300
prospectos,860005074,860005074 - Ncr Colombia Ltda,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",100.0,106149
prospectos,860005396,860005396 - Philips Colombiana S.A.S,G4669 - Comercio al por mayor de otros productos n.c.p.,100.0,122265
prospectos,860007229,860007229 - Unimaq Sa,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100.0,24862
prospectos,860008812,860008812 - Liquido Carbonico Colombiana S.A.S.,C2011 - Fabricación de sustancias y productos químicos básicos,100.0,45480
prospectos,860020536,860020536 - Bardot Sas,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",100.0,11267
prospectos,860029441,860029441 - Allergan De Colombia Sa,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",100.0,105509
prospectos,860032115,860032115 - Centro Automotor Diesel S.A,G4511 - Comercio de vehículos automotores nuevos,100.0,262037
prospectos,860034714,860034714 - Procalculo Prosis Sas,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",100.0,23779
prospectos,860048626,860048626 - Minipak S.A.S.,C2221 - Fabricación de formas básicas de plástico,100.0,278875
prospectos,860049042,860049042 - Comestibles Italo S.A.,"C1082 - Elaboración de cacao, chocolate y productos de confitería",100.0,92407
prospectos,860050906,860050906 - Adecco Colombia Sa,N7820 - Actividades de empresas de servicios temporales,100.0,563022
prospectos,860062288,860062288 - Plastinorte Sas,G4690 - Comercio al por mayor no especializado,100.0,26425
prospectos,860065452,860065452 - Ingenieria Tecnica Y Cientifica Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,100.0,1030
prospectos,860065656,860065656 - Pollo Olimpico S.A,A0145 - Cría de aves de corral,100.0,162709
prospectos,860071014,860071014 - Baucis Filemon Horeca Sas,I5511 - Alojamiento en hoteles,100.0,4396
prospectos,860075203,860075203 - Iinversiones El Sol Del Llano S.A,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,100.0,3658
prospectos,860503184,860503184 - Bip Colombia Sas,M7020 - Actividades de consultoría de gestión,100.0,17699
prospectos,860509265,860509265 - Publicaciones Semana S.A.,"J5813 - Edición de periódicos, revistas y otras publicaciones periódicas",100.0,46237
prospectos,860516806,860516806 - Permoda Ltda,"C1410 - Confección de prendas de vestir, excepto prendas de piel",100.0,805483
prospectos,860519840,860519840 - Piaro Impresores Sas,C1709 - Fabricación de otros artículos de papel y cartón,100.0,31651
prospectos,890100837,890100837 - Laboratorios Incobra S.A,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",100.0,52971
prospectos,890101676,890101676 - Fabrica De Bolsas De Papel Unibol Sas,C1709 - Fabricación de otros artículos de papel y cartón,100.0,214688
prospectos,890101778,890101778 - Sonovista Publicidad S.A.,M7310 - Publicidad,100.0,21760
prospectos,890112662,890112662 - Mavig Sa,F4111 - Construcción de edificios residenciales,100.0,16367
prospectos,890112740,890112740 - Laboratorio Oftalmico De La Costa Sas,"C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",100.0,10424
prospectos,890113508,890113508 - Finotex Sa,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",100.0,30113
prospectos,890113551,890113551 - Pavimento Universal S.A.,F4210 - Construcción de carreteras y vías de ferrocarril,100.0,32787
prospectos,890115406,890115406 - A Construir S.A.,F4290 - Construcción de otras obras de ingeniería civil,100.0,226652
prospectos,890209174,890209174 - Ismocol Sa,F4290 - Construcción de otras obras de ingeniería civil,100.0,723219
prospectos,890300012,890300012 - Netafim Colombia S.A.S,F4290 - Construcción de otras obras de ingeniería civil,100.0,66194
Clientes,890300292,890300292 - Laboratorios Baxter S.A.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",100.0,712984
prospectos,890300484,890300484 - Pinturas Algreco S.A.,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",100.0,71916
prospectos,890300918,890300918 - Sager Sas,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,100.0,45650
prospectos,890302609,890302609 - Sonoco De Colombia Ltdasonoco De Colombia Ltdasonoco De Colombia Ltda,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",100.0,125859
prospectos,890316640,890316640 - Fercon S.A.,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,100.0,22376
prospectos,890317417,890317417 - Gilmedica Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,100.0,73165
prospectos,890320412,890320412 - Industrias Rebra Sas,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,100.0,6848
prospectos,890323239,890323239 - Summar Temporales Sas,N7820 - Actividades de empresas de servicios temporales,100.0,187556
prospectos,890323667,890323667 - Metalicas Jep Sas,C3110 - Fabricación de muebles,100.0,21695
prospectos,890331949,890331949 - Cobo Medical Sas Bic,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",100.0,251338
prospectos,890900062,890900062 - Fabrica De Brassieres Haby Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",100.0,20777
prospectos,890900290,890900290 - Consorcio Industrial Sas,G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios,100.0,27696
prospectos,890900402,890900402 - Indural S.A.,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",100.0,29344
prospectos,890900431,"890900431 - Industrias Kent Y Sorrento S,A,",C2221 - Fabricación de formas básicas de plástico,100.0,63323
prospectos,890900486,890900486 - Laminacion De Colombia Sas,C2429 - Industrias básicas de otros metales no ferrosos,100.0,22494
prospectos,890900557,890900557 - Colombiana De Resinas Sa,C2029 - Fabricación de otros productos químicos n.c.p.,100.0,7645
prospectos,890902566,890902566 - Reposteria Astor Sas,C1081 - Elaboración de productos de panadería,100.0,13401
prospectos,890903475,890903475 - Equipos Gleason Sa,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",100.0,44634
Clientes,890904169,890904169 - Alberto Alvarez S S.A,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,100.0,19073
prospectos,890905686,890905686 - Inversiones Pinamar S.A.,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",100.0,66182
Clientes,890906752,890906752 - Hojalata Y Laminados S.A.S.,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,100.0,6630
