PROSPECTOS.Fuente,NIT,Nit-Razon Social,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),UT,02.Ingreso Actividades Ordinarias,02.Promedio de Ingreso Actividades Ordinarias,05. Utilidad Bruta,01. Deuda,01.Patrimonio
,860501126,860501126 - Ruiz Medina Y Cia Sas,M7020 - Actividades de consultoría de gestión,,$1186,$296,$0,$92,$4710
,860501130,860501130 - Estacion De Servicios Las Vegas Sas,G4731 - Comercio al por menor de combustible para automotores,,$150636,$37659,$9962,,$58728
,860501303,860501303 - Asesorias Monteprieto Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2766,$691,$0,$451,$10137
,860501398,860501398 - Inversiones Sesi Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$7663,$1916,$0,,$145114
,860501469,860501469 - Herpin Impresores & Cia. Sas,C1811 - Actividades de impresión,,$23564,$5891,$7477,$4041,$15193
,860501528,860501528 - Flores La Conejera Sas,A0125 - Cultivo de flor de corte,,$108159,$27040,$9628,$2239,$3104
,860501575,860501575 - Cavar S.A.,C3290 - Otras industrias manufactureras n.c.p.,,$76429,$19107,$23720,$13758,$33883
,860501593,860501593 - Serviases Sas,N7820 - Actividades de empresas de servicios temporales,,$55376,$13844,$4071,$209,$4877
,860501682,860501682 - Codifer Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$693289,$138658,$178750,$153577,$281282
,860501687,860501687 - Tromoplas S.A.S.,C2229 - Fabricación de artículos de plástico n.c.p.,,$22907,$5727,$13173,$3483,$148058
,860501707,860501707 - Jicaro Y Cia Ltda,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1596,$532,$0,$4246,$18229
,860501746,860501746 - Disuiza Sas,G4690 - Comercio al por mayor no especializado,,$254704,$63676,$62675,$40190,$48308
,860501792,860501792 - Sanint Gutierrez Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$3812,$953,$3334,,$24118
,860501809,860501809 - Segura Sas En Liquidacion,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2246,$562,$2246,$4165,$107731
,860501846,860501846 - Industrias Metalicas Jb Sas,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$55942,$13985,$6882,$10728,$35098
,860501848,860501848 - Compañia Industrial De Cereales Sa,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$40051,$10013,$16560,$9524,$18058
,860501921,860501921 - Turismo El Globo Sas,N7911 - Actividades de las agencias de viaje,,$9066,$2267,$0,,$37254
,860501968,860501968 - Villegas Y Villegas Ivegas S.A.S.,F4330 - Terminación y acabado de edificios y obras de ingeniería civil,,$42102,$10525,$14104,$73,$83668
,860502105,860502105 - In Bond Gema Sas,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,$773591,$154718,$374289,$447769,$7864
,860502240,860502240 - Yesos La Roca Limitada,C2392 - Fabricación de materiales de arcilla para la construcción,,,,$0,,$5496
,860502410,860502410 - Inversiones Seis Por Seis Sas,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,$1512,$504,$0,,$16489
,860502417,860502417 - Vias Y Estructuras Sas,F4290 - Construcción de otras obras de ingeniería civil,,$3734,$1867,$1182,$53,$14545
,860502422,860502422 - Diseños Y Modelos Praga Sas,"C1512 - Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",,$8995,$2249,$5116,$15226,$81192
,860502528,860502528 - Casa Cientifica Blanco Y Compañia S.A.S,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,,$31852,$7963,$11410,$1399,$30402
,860502682,860502682 - Inversiones Drilltex Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$30223,$7556,$13461,$18,$123900
,860502702,860502702 - Inversiones Lfb Y Cia S.A.S.,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,$726,$182,$0,,$150145
,860502807,860502807 - Alfa Alfredo Amore Y Cia Sas,M7020 - Actividades de consultoría de gestión,,$154,$51,$0,,$6848
,860502854,860502854 - Laboratorios Eufar Sa,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",,$45371,$11343,$32554,$46,$51842
,860502994,860502994 - Carlos Nieto Y Cia Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,$151536,$37884,$95899,$15808,$96359
,860503007,860503007 - Asesora Tramitamos S.A.S.,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",,$5404,$1801,$0,$0,$7906
,860503137,860503137 - Inversiones Segovia Puyana Sas,K6613 - Otras actividades relacionadas con el mercado de valores,,$1308,$327,$0,,$15765
,860503143,860503143 - Maquinaria E Infraestructura Sas,F4290 - Construcción de otras obras de ingeniería civil,,$45435,$11359,$6147,$0,$39242
,860503169,860503169 - Owen Londoño Y Cia Sas - En Reestructuracion,K6613 - Otras actividades relacionadas con el mercado de valores,,$0,$0,$0,$0,$111170
,860503283,860503283 - Comercial Cardona Hermanos Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$9877,$2469,$3985,$90,$92297
,860503324,860503324 - Cobb Ltda,M7111 - Actividades de arquitectura,,$45,$23,$0,,$1710
,860503326,860503326 - Velez Lab Sas,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,$120987,$30247,$52317,$16202,$60724
,860503459,860503459 - Jjorge Cortes Y Cia Ltda  Asesores De Seguros,K6621 - Actividades de agentes y corredores de seguros,,$5895,$1474,$0,$166,$15832
,860503471,860503471 - Sociedad Agropecuaria Guamitos Ltda,A0112 - Cultivo de arroz,,$11400,$2850,$4758,$476,$21996
,860503560,860503560 - Aparcar Sas,"H5221 - Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",,$71151,$17788,$23131,$7895,$69921
,860503565,860503565 - La Instrumentadora Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$149989,$29998,$84470,$14826,$101223
,860503645,860503645 - Salsamentaria Sabore Sas,C1011 - Procesamiento y conservación de carne y productos cárnicos,,$3184,$3184,($1140),$4563,$12186
,860504008,860504008 - World Courier De Colombia Sa,H5122 - Transporte aéreo internacional de carga,,$26181,$26181,$7568,$2,$12334
,860504082,860504082 - Inversiones Rodriguez Arias Y Cia Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$4555,$1139,$4094,$361,$81672
,860504161,860504161 - Inversiones Camelot  Ltda,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$3713,$928,$0,$321,$47990
,860504200,860504200 - Inverseguros Sa,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,$2164,$541,$0,$0,$41713
,860504372,860504372 - Proaro Global Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2238,$559,$0,$1,$29950
,860504410,860504410 - Industria Comercial De Alimentos Nutrix Sas,C1081 - Elaboración de productos de panadería,,$35675,$8919,$25120,$300,$8212
,860504414,860504414 - Inversiones Madagascar Sas,K6613 - Otras actividades relacionadas con el mercado de valores,,$9371,$2343,$0,,$60659
,860504435,860504435 - Ac Plata Restrepo Y Cia Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$9055,$2264,$0,$4657,$59945
,860504452,860504452 - Ingenieros Asociados Bautista Conde Sas,F4290 - Construcción de otras obras de ingeniería civil,,$1803,$1803,$581,$12,$863
,860504574,860504574 - F Balaguera E Hijos Inmobiliaria Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1459,$365,$0,$29,$9234
,860504644,860504644 - Industrias Pelaez Inpel Sas,C3110 - Fabricación de muebles,,$1072,$1072,$419,$1431,$5190
,860504772,860504772 - Efectimedios Sa,M7310 - Publicidad,,$266854,$66713,$76111,$14078,$150853
,860504860,860504860 - La Huerta De Oriente,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$27514,$6879,$7886,$400,$44192
,860504861,860504861 - Robledo Casas Y Cia S En C,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,,$1941,$485,$0,$153,$54053
,860504946,860504946 - Embotelladora Del Huila S.A,G4632 - Comercio al por mayor de bebidas y tabaco,,$688,$688,$0,,$69683
,860504974,860504974 - Technic Sonic Ltda,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$666,$333,$0,,$12508
,860504983,860504983 - Camilo Y Margoth Akl Y Cia S En C,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$0,$0,$0,$3783,$18723
,860505032,860505032 - C L Industrias Metalicas Ltda En Ejecucion Del Acuerdo De Reestructuracion,C2511 - Fabricación de productos metálicos para uso estructural,,$14,$7,$0,$69,($377)
,860505064,860505064 - Gutierrez Diaz Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,$63929,$15982,$20167,$3349,$47473
,860505074,860505074 - Polycelt Sas,C1811 - Actividades de impresión,,$9027,$2257,$593,$2619,$26644
,860505170,860505170 - Megalinea Sa,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,$647188,$129438,$647150,$0,$35985
,860505201,860505201 - Constructora Induel Sas En Reorganizacion,F4112 - Construcción de edificios no residenciales,,$10121,$5061,($5171),,$8857
,860505205,860505205 - Inversiones Giratell Giraldo Sca,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,$5162,$2581,$537,$4040,$20032
,860505253,860505253 - America Radio Ltda,J6010 - Actividades de programación y transmisión en el servicio de radiodifusión sonora,,$4537,$1134,$3592,,$25366
,860505263,860505263 - Sabanilla Sas,A0125 - Cultivo de flor de corte,,$22395,$5599,$7246,,$17123
,860505407,860505407 - Fijaciones Torres Sa,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$70943,$17736,$32367,$19,$160314
,860505494,860505494 - Victor Manuel Lopez Y Cia Ltda. Asesores De Seguros,K6621 - Actividades de agentes y corredores de seguros,,$34701,$17350,$0,$8304,$47053
,860505864,860505864 - Inversiones Arias Rincon Y Cia S En Cs,F4111 - Construcción de edificios residenciales,,$6570,$1642,$0,,$103721
,860505877,860505877 - Konker Sas,"G4753 - Comercio al por menor de tapices, alfombras y recubrimientos para paredes y pisos en establecimientos especializados",,$31872,$7968,$19111,$7243,($3516)
,860505945,860505945 - Rodrigo Samper Y Cia Sas,M7410 - Actividades especializadas de diseño,,$69802,$17451,$13415,$2144,$23150
,860505967,860505967 - La Cesantia Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$4491,$1123,$0,$316,$82991
,860506063,860506063 - Malsar Sas,P8513 - Educación básica primaria,,$16474,$4118,$0,$7212,$69774
,860506276,860506276 - Iinversioens Claro Ltda,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$4714,$1179,$0,$16,$225077
,860506277,860506277 - Inversora San Antonio Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$4110,$1027,$2426,$6751,$102405
,860506327,860506327 - Compañia Agroforestal De Colombia S.A.S,A0150 - Explotación mixta (agrícola y pecuaria),,$4013,$1338,$1553,$2124,$132706
,860506419,860506419 - Asecon Sas,F4111 - Construcción de edificios residenciales,,$11105,$2776,$6859,$54423,$118152
,860506611,860506611 - Rapidexxus Sa,"H5223 - Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo",,$20372,$10186,$6790,$1506,$11770
,860506714,860506714 - Inversiones Arangos Rudd S.A.S.,M7010 - Actividades de administración empresarial,,$16938,$4235,$14784,$773,$109493
,860506715,860506715 - Byg Consultores Y Compañía Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2780,$695,$0,$481,$36372
,860506725,860506725 - Impulso Temporal,N7820 - Actividades de empresas de servicios temporales,,$98601,$24650,$7929,$5110,$24215
,860506770,860506770 - Conur Sas,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,$0,$0,$0,,$7325
,860506831,860506831 - Biotronitech Colombia Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$397560,$79512,$191563,$64094,$131842
,860506838,860506838 - Sarugo Y Cia S En C,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$4051,$2026,$2333,$332,$22715
,860506917,860506917 - Cartoneria Mosquera Sa,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",,$36683,$12228,$10307,$12688,$24053
,860506994,860506994 - Agricola Santamaria S.A.S.,A0141 - Cría de ganado bovino y bufalino,,$17192,$4298,$1756,$827,$2979
,860507000,860507000 - Prillantas Limitada,G4520 - Mantenimiento y reparación de vehículos automotores,,$1692,$846,$645,$0,$1997
,860507005,860507005 - Iinmobiliaria Panamericana Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$10589,$2647,$0,$0,$15828
,860507423,860507423 - Comarbel Sas,C1811 - Actividades de impresión,,$72069,$18017,$14787,$45129,$39204
,860507441,860507441 - Bejarano Y Ricaurte Abogados Y  Consultores Sas,M6910 - Actividades jurídicas,,$18244,$4561,$0,$101,$59265
,860507528,860507528 - Pvmetal S.A.S,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$3275,$1092,$1141,$0,$502
,860507541,860507541 - Diesel Colombia Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$21788,$5447,$8347,$684,$13513
,860507669,860507669 - Jardineros Sas,A0119 - Otros cultivos transitorios n.c.p.,,$31432,$7858,$15538,$11668,$25671
,860507710,860507710 - Auto Stok Sas,G4511 - Comercio de vehículos automotores nuevos,,$614803,$153701,$99165,$208300,$118139
,860507803,860507803 - Andina Trim S.A.S. En Reorganizacion,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$0,$0,$0,$25207,($27301)
,860507820,860507820 - Distribuciones Tecnicas Colombiana Diteco Limitada,C2229 - Fabricación de artículos de plástico n.c.p.,,$16753,$4188,$3315,$875,$4399
,860507865,860507865 - Corporacion De Inversiones Ltda Corporacion De Inversiones Ltda Corporacion De Inversiones Ltda Corporacion De Inversiones Ltda  Corporacion De Inversiones Ltda,K6613 - Otras actividades relacionadas con el mercado de valores,,$129,$43,$0,,$10144
,860507974,860507974 - Editora Geminis Sas,C1811 - Actividades de impresión,,$1212,$1212,$760,$10376,$19277
,860507991,860507991 - Santiago Oil Company,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,$1033,$1033,$178,,($1037)
,860507994,860507994 - Industria Colombiana Farmaceutica  Icofarma S.A.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",,$54324,$13581,$29983,$414,$27694
,860508002,860508002 - Agentranscol Ltda,H5229 - Otras actividades complementarias al transporte,,$12757,$3189,$9650,$1256,$18803
,860508007,860508007 - Duque Saldarriaga Y Cia Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$69115,$23038,$19174,$4223,$8562
,860508043,860508043 - Proalpet Sas,C1090 - Elaboración de alimentos preparados para animales,,$330288,$66058,$89120,$2838,$172772
,860508064,860508064 - Industria Harinera Los Tigres S.A.S.,C1051 - Elaboración de productos de molinería,,$190300,$47575,$14344,$21731,$113911
,860508069,860508069 - Representaciones Y Servicios De Ingenieria S A S,F4290 - Construcción de otras obras de ingeniería civil,,,,$0,,$462
,860508094,860508094 - Carlemon De Colombia S.A.S,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,$1236,$309,$0,$7032,$190802
,860508137,860508137 - Angel De Lersundy Y Cia S.A.S.,K6613 - Otras actividades relacionadas con el mercado de valores,,$16549,$4137,$0,$13263,$784991
,860508202,860508202 - Agroindustrial De La Sabana S.A.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,$31556,$4508,$0,,$64666
,860508334,860508334 - Peña Canal Y Cia Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$518,$130,$0,$51,$19251
,860508358,860508358 - Rawmco Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,$25705,$6426,$8879,$94,$8121
,860508369,860508369 - Garpiplasticos Limitada,G4751 - Comercio al por menor de productos textiles en establecimientos especializados,,$5069,$5069,$1046,$967,$6666
,860508382,860508382 - Estibol Sas,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,,$361509,$72302,$172920,$2427,$77345
,860508462,860508462 - La Libertad Compañía De Inversiones Y Servicios S.A.S.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,$50775,$10155,$0,,$244019
,860508546,860508546 - Bartucci Sas,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,,$1000,$250,$534,$16538,$14856
,860508645,860508645 - Inversiones Saxony Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1675,$419,$0,,$32276
,860508679,860508679 - Districars Sas,G4512 - Comercio de vehículos automotores usados,,$18415,$4604,$12328,$26108,$312853
,860508769,860508769 - Almacen El Hachazo Sa,G4751 - Comercio al por menor de productos textiles en establecimientos especializados,,$6451,$1613,$1647,$0,$21610
,860508824,860508824 - Margot Uribe Sas,G4631 - Comercio al por mayor de productos alimenticios,,$5712,$1428,$4557,$358,$58505
,860508826,860508826 - Tellantas Y Cia Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$115290,$28823,$40937,$2402,$131367
,860508936,860508936 - Parra Arango Y Cia S.A.,G4511 - Comercio de vehículos automotores nuevos,,$86846,$17369,$18827,$7372,$39515
,860508988,860508988 - Je Rueda Y Cia Ltda,G4632 - Comercio al por mayor de bebidas y tabaco,,$13670,$3417,$8183,$6393,$24083
,860509222,860509222 - A C G M Ltda,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$333,$83,$0,,$28916
,860509225,860509225 - Ci Dismecol Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$100731,$25183,$38413,$47718,$9064
,860509245,860509245 - Mf Borrero Ospina Y Cia. S.A.S En Liquidacion,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2158,$539,$0,,$49527
,860509295,860509295 - Epgo Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2783,$696,$0,$3238,$12935
,860509296,860509296 - Elastomeros Y Plasticos Contreras Y De Contreras Ltda,C2219 - Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,,$34124,$8531,$9801,$4353,$28516
,860509357,860509357 - Astvcreditos Sas,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,,$12541,$3135,$0,$9752,$28850
,860509369,860509369 - Inversiones Torres Loboguerrero Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1587,$397,$0,$212,$15799
,860509381,860509381 - 860509381,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,$2387,$597,$1668,,$17565
,860509527,860509527 - Constructora Obreval Sa,F4112 - Construcción de edificios no residenciales,,$20285,$5071,$15383,,$117675
,860509551,860509551 - Gonzalo Rincon E Hijos Ltda.,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,$21182,$5295,$387,$322,$6537
,860509583,860509583 - Inversiones Zárate Gutiérrez Sas,F4290 - Construcción de otras obras de ingeniería civil,,$1332,$444,$0,$290666,$1731680
,860509803,860509803 - Plastivalle Sas,C2221 - Fabricación de formas básicas de plástico,,$50934,$12734,$18771,$15750,$21289
,860509804,860509804 - Cwt Travel Services Colombia Sas,N7911 - Actividades de las agencias de viaje,,$68669,$13734,$0,$319,($16961)
,860510098,860510098 - Rosas Sas,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,$32580,$8145,$17670,$549,$18956
,860510099,860510099 - Ingenieria De Transformacion De Plasticos S.A.S,C2229 - Fabricación de artículos de plástico n.c.p.,,$95575,$23894,$28868,$7833,$30227
,860510142,860510142 - Inversiones Guerfor S.A.S,C3110 - Fabricación de muebles,,$122958,$30739,$32998,$17136,$147208
,860510149,860510149 - Cormac Sas,K6613 - Otras actividades relacionadas con el mercado de valores,,$49618,$12405,$9734,$9630,$201004
,860510208,860510208 - Promotora Jmg Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1313,$328,$0,,$15933
,860510403,860510403 - Sagra Sas,A0128 - Cultivo de especias y de plantas aromáticas y medicinales,,$27116,$6779,$9746,$0,$21603
,860510406,860510406 - Pardo Fajardo Y Cia S En C,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$5841,$1460,$4896,$1688,$15367
,860510431,860510431 - Alvaro Velez Y Cia Sas,N7911 - Actividades de las agencias de viaje,,$4940,$1235,$0,,$40199
,860510456,860510456 - Industrias Diaz Hnos Ltda,C2410 - Industrias básicas de hierro y de acero,,$11799,$2950,$4895,$13632,$7849
,860510538,860510538 - C Haime Cia S En C,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,,$0,$0,$0,$18369,$337716
,860510648,860510648 - Rafael Troncoso Y Cia. S.C.S.,F4111 - Construcción de edificios residenciales,,$0,$0,$0,$15005,$9188
,860510669,860510669 - Almarchivos Sas,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,$130635,$32659,$102958,$68653,$98855
,860510696,860510696 - Inversiones Sesana Frigerio Y Compañia S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$3571,$893,$1140,$39832,$21766
,860510743,860510743 - Liceo Juan Ramón Jimenez Sas,P8530 - Establecimientos que combinan diferentes niveles de educación,,$54597,$13649,$14472,$9431,$50014
,860510817,860510817 - Assets Bank Benveniste Londoño S.A.,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,,$0,$0,$0,,$0
,860510822,860510822 - S E Haime Y Cia,K6613 - Otras actividades relacionadas con el mercado de valores,,,,$0,,($60)
,860510965,860510965 - Equipos Y Hornos Jsa Y Compañia S.A.S,"C2815 - Fabricación de hornos, hogares y quemadores industriales",,$23889,$5972,$7842,$546,$9351
,860511002,860511002 - Centro Comercial Islas De San Andres Ltda,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1838,$460,$0,,$16743
,860511055,860511055 - Hermagu S.A,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$52068,$17356,$20992,$11690,$11910
,860511098,860511098 - Tda Supply & Service Sa En Reorganizacion,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,,$2844,$1422,($1030),,($47356)
,860511107,860511107 - Acerta Sociedad Por Acciones Simplificada,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$7466,$7466,$2600,$3934,$4633
,860511124,860511124 - Inversiones De Fomento Comercial - Incomercio S.A.S.,K6493 - Actividades de compra de cartera o factoring,,$159798,$31960,$96174,$177043,$154808
,860511270,860511270 - Sociedad Agricola Ganadera Y Minera Puerto Navajas Sas,A0129 - Otros cultivos permanentes n.c.p.,,$2810,$937,$2642,$172,$12694
,860511350,860511350 - Grappini Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$0,$0,$0,,$22811
,860511369,860511369 - Industrias Erilma Sas,A0141 - Cría de ganado bovino y bufalino,,$7509,$1877,$1028,,$12241
,860511431,860511431 - Cevar Sas,A0141 - Cría de ganado bovino y bufalino,,$3241,$810,$2184,$1982,$98195
,860511559,860511559 - Acefer Y Cia Sas,G4662 - Comercio al por mayor de metales y productos metalíferos,,$198653,$49663,$66458,$118636,$105371
,860511561,860511561 - Garrimotor Sas,N7710 - Alquiler y arrendamiento de vehículos automotores,,$6427,$1607,$3611,$5047,$17714
,860511571,860511571 - Electricas Bogota Ltda,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$310303,$62061,$128238,$12534,$307660
,860511613,860511613 - Colrodajes Y Motores Ltda,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$9865,$2466,$4587,,$13791
,860511650,860511650 - Rt Vehimotora Sas,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",,$21,$11,$17,$0,$1092
,860511681,860511681 - Digitron Sas,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,,$17555,$4389,$6370,$3169,$7423
,860511704,860511704 - Importadora Sur Alpine Sa,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$101282,$25320,$28776,$1802,$39012
,860511894,860511894 - Fundiciones Moldelos Y Moldes S.A.S.,"C2826 - Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",,$10589,$2647,$3143,$18342,$8170
,860511911,860511911 - Series Sas,C3110 - Fabricación de muebles,,$197251,$49313,$37635,$2934,$103044
,860511917,860511917 - Imporhonda Limitada,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",,$14114,$3528,$7933,$7367,$26779
,860511957,860511957 - Betancourt Montoya Asociados Sociedad Limitada,F4111 - Construcción de edificios residenciales,,$6560,$1640,$0,$35689,$61655
,860512147,860512147 - Javeturismo Viajes S.A,N7911 - Actividades de las agencias de viaje,,$4432,$1108,$0,$161,$1011
,860512173,860512173 - Industria Procesadora De Sebos Y Pieles Nacionales Sas,C1033 - Elaboración de aceites y grasas de origen animal,,$81673,$20418,$7406,$4835,$57893
,860512327,860512327 - Aqx Sas,F4290 - Construcción de otras obras de ingeniería civil,,$0,$0,$0,$25,$2512
,860512406,860512406 - Manejo Administrativo De Nutricion Y Alimentos Mana Limitada En Reorganizacion,I5619 - Otros tipos de expendio de comidas preparadas n.c.p.,,$16121,$4030,$3253,$280,$1253
,860512481,860512481 - Textiles Industriales Sas,C1312 - Tejeduría de productos textiles,,$92836,$23209,$13888,,$42204
,860512560,860512560 - Distribuidora De Combustibles Y Lubricantes S A S Dicol,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$553,$276,$0,$2895,$14066
,860512577,860512577 - Japonesa De Repuestos Ltda,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$107508,$26877,$46407,$3443,$54278
,860512699,860512699 - Productora Nacional De Aromas Fragancias Y Colorantes Sa Disaromas Sa,C2029 - Fabricación de otros productos químicos n.c.p.,,$175540,$35108,$92939,$2020,$159749
,860512722,860512722 - Ediciones Hispanoamericanas Ltda,"G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",,$9465,$2366,$3478,$80,$36422
,860512748,860512748 - Proplasticos Sa,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$7555,$1511,$6833,$273,$51621
,860512755,860512755 - Inversiones Darien Sa,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$9241,$2310,$0,$30419,$166496
,860512841,860512841 - ´Producciones Ayz En Reorganizacion,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$1061,$530,$227,,$1022
,860513038,860513038 - Manufacturas Fulef Sas En Liquidacion,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",,$0,$0,$0,$204,$10438
