PROSPECTOS.Fuente,NIT,Nit-Razon Social,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),UT,02.Ingreso Actividades Ordinarias,02.Promedio de Ingreso Actividades Ordinarias,05. Utilidad Bruta,01. Deuda,01.Patrimonio
,891856718,891856718 - Duflo Servicios Integrales Sas,I5611 - Expendio a la mesa de comidas preparadas,,$566659,$113332,$52307,$80844,$265875
,892300993,892300993 - Servicios De Fumigacion Aerea Garay S.A.S,S9609 - Otras actividades de servicios personales n.c.p.,,$42209,$10552,$30962,,$19162
,900006247,900006247 - Inversiones Agropecuarias Luna E.U..,"C1610 - Aserrado, acepillado e impregnación de la madera",,$10615,$2654,$3396,$13606,$27443
,900007362,900007362 - Compañia Minera Lidiar Sas,B0510 - Extracción de hulla (carbón de piedra),,$132587,$44196,$46953,,$56426
,900007597,900007597 - Desarrollosurbanos Sas,F4111 - Construcción de edificios residenciales,,$45598,$22799,$1419,$76311,$2759
,900007964,900007964 - Promotora Y Constructora El Rosal Ltda.,F4111 - Construcción de edificios residenciales,,,,$0,,($68)
,900009724,900009724 - Solidez Financiera En Recaudo De Cartera Sas,N8291 - Actividades de agencias de cobranza y oficinas de calificación crediticia,,$31,$15,$29,$0,$74
,900009881,900009881 - Grune Welt Cia Ltda,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,$19408,$4852,$8010,$2643,$8026
,900011869,900011869 - Estacion De Servicio San Pedro De Oriente S.A.,G4731 - Comercio al por menor de combustible para automotores,,$72730,$18183,$6843,$3763,$8761
,900012579,900012579 - Vector Geophysical Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,$186304,$46576,$37605,$15476,$123977
,900013025,900013025 - Fruandina S.A.S.,G4631 - Comercio al por mayor de productos alimenticios,,$185616,$46404,$28375,$3705,$26218
,900013690,900013690 - Mina El Rinconcito Sas,B0510 - Extracción de hulla (carbón de piedra),,$43705,$10926,$9114,$1450,$18272
,900014767,900014767 - Construcciones Obras Y Suministros Sas En Reorganizacion,F4290 - Construcción de otras obras de ingeniería civil,,$69244,$17311,$4986,$8058,$63046
,900016098,900016098 - Promotora Hotelelra De La Sabana Sas,I5530 - Servicio de estancia por horas,,$6481,$1620,$5916,,$2913
,900016544,900016544 - Agregados& Transportes La Roca S.A.S. En Reorganizacion,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$5441,$1360,($1360),,$4844
,900017124,900017124 - Inversiones Uribe Montoya & Compañia Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1661,$415,$0,$0,$27188
,900017416,900017416 - Institucion Educativa Colegio Pedagogico Sagrada Sabiduria Soacha Sas,P8512 - Educación preescolar,,$3316,$829,$2368,,$3993
,900019023,900019023 - Sap Agregados Sas,"B0811 - Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",,$13076,$3269,$2874,$41649,$47046
,900019374,900019374 - Lacteos Villa Aura S En C,C1040 - Elaboración de productos lácteos,,$72910,$18227,$4253,$3463,$12140
,900019440,900019440 - Institucion Educativa Liceo Satelite Sas,P8512 - Educación preescolar,,$3427,$1142,$1843,$1330,$1297
,900020449,900020449 - Env Metalplast De Colombia Ltda,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,,$39431,$13144,$9814,,$19006
,900022013,900022013 - Inversiones Franquiher Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,$99222,$49611,$20507,$8923,$7904
,900024071,900024071 - Auto Servicio La Catorce Ltda,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$3861,$965,$1207,$0,$10155
,900024148,900024148 - Alvasar E Hijos S En Cs,G4731 - Comercio al por menor de combustible para automotores,,$118133,$29533,$10091,$458,$73570
,900024389,900024389 - Inversiones Y Construcciones La Mansion Sas,F4111 - Construcción de edificios residenciales,,$26304,$6576,$9527,$144808,$76613
,900024852,900024852 - Centro De Abastos Agropecuarios S.A.S.,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,,$315139,$78785,$81620,,$30363
,900024867,900024867 - Flexa Ingenieria Y Representaciones Sa,F4330 - Terminación y acabado de edificios y obras de ingeniería civil,,$794,$397,$305,$199,($1953)
,900026177,900026177 - Bc Bromelias De Colombia Sociedad Por Acciones Simplificada,A0125 - Cultivo de flor de corte,,$22629,$5657,$13550,$931,$36847
,900029396,900029396 - Magia Dulce Ltda En Reorganizacion,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$209,$105,($46),$18,($41)
,900029532,900029532 - Grupo Arizona Sas,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,$27023,$6756,$14535,$5456,$79461
,900030091,900030091 - Sociedad Agricola Y Ganadera Maracaibo Sas,A0141 - Cría de ganado bovino y bufalino,,$10625,$2656,$3393,,$71610
,900032888,900032888 - Discompucol Sas,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",,$63324,$31662,$17831,$7413,$33224
,900033229,900033229 - Inversiones Pinzon Rozos Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2198,$550,$0,,$21345
,900033767,900033767 - Condeshcol Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$21888,$5472,$6407,$9165,$7997
,900033883,900033883 - Quimicos Integrales Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$153028,$38257,$42447,$38546,$36773
,900034947,900034947 - Parque Ecologico Recreacional De Las Aguas De Girardot,R9329 - Otras actividades recreativas y de esparcimiento n.c.p.,,$509,$127,$0,$2004,$7168
,900036968,900036968 - Dasa High Tecnology Sas,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",,$37394,$9348,$5369,$2054,$2941
,900037315,900037315 - Agroinversiones Ipacarai Sas,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,$17358,$4340,$6947,$4411,$27262
,900041991,900041991 - Pet Spa Products S.A.S.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$17540,$4385,$6329,$39,$1482
,900043174,900043174 - New Service Internacional De Negocios S.A.S,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$44312,$11078,$9885,$66,$13757
,900046067,900046067 - Agroconstrucciones Servimat Sandoval Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$9830,$2458,$2506,$266,$14276
,900046342,900046342 - Distribuidora Servioficinas Sas En Reorganizacion,"G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",,$7763,$3882,$2419,$4938,$834
,900046727,900046727 - Carbo Coking Sas,B0510 - Extracción de hulla (carbón de piedra),,$86018,$21505,$18399,$1835,$23300
,900047032,900047032 - Comanco Sas,F4290 - Construcción de otras obras de ingeniería civil,,$26979,$6745,$2408,$1453,$20055
,900047136,900047136 - Construcciones Orlando Velandia Junca Sas,"C2512 - Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o el transporte de mercancías",,$131523,$32881,$62855,$0,$251695
,900047252,900047252 - El Templo De La Moda Fresca Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,$142221,$35555,$61695,$38900,$31218
,900047350,900047350 - Visión Science & Tecnhology S.A.S,"A0113 - Cultivo de hortalizas, raíces y tubérculos",,$3,$1,$0,$21797,$12249
,900048336,900048336 - Interline S A S,J6120 - Actividades de telecomunicaciones inalámbricas,,$318,$318,$68,$183,$2823
,900048455,900048455 - Grupo Concresa Sa,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",,$38819,$9705,$5682,$9713,$16877
,900049818,900049818 - Layher Andina Sas,G4649 - Comercio al por mayor de otros utensilios domésticos n.c.p.,,$108677,$21735,$63751,$15096,$86949
,900051584,900051584 - Vivienda Industrializada De Santander S.A.S,F4111 - Construcción de edificios residenciales,,$4805,$1201,$1428,$981,$29354
,900052279,900052279 - Palmitec Sa,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,$3516,$879,$538,$14400,$19192
,900054670,900054670 - Tecniruedas Colombia Sa,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$86393,$21598,$21088,$17655,$15025
,900055669,900055669 - Compañia Criadora De Ganados S.A.S. Criagan S.A.S. En Reorganizacion,A0150 - Explotación mixta (agrícola y pecuaria),,$331,$331,$96,$6705,$27308
,900055835,900055835 - Inversiones Gonar Sas,F4111 - Construcción de edificios residenciales,,$1256,$419,$256,$0,$22644
,900055881,900055881 - Insufarmacos Del Oriente Ltda,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$23266,$5817,$4482,$1858,$14902
,900057500,900057500 - Alb Ingenieria Sas,F4290 - Construcción de otras obras de ingeniería civil,,$9325,$3108,$2557,,$28976
,900059171,900059171 - Compañia De Inversiones En Transporte Y Mineria Ltda,G4731 - Comercio al por menor de combustible para automotores,,$33849,$8462,$3840,$404,$26394
,900060495,900060495 - Maderas San Ignacio Sas,"C1610 - Aserrado, acepillado e impregnación de la madera",,$12116,$3029,$3464,$1697,$2074
,900061113,900061113 - Global Market International Sas,G4631 - Comercio al por mayor de productos alimenticios,,$57249,$14312,$22291,$17538,$16640
,900061658,900061658 - Turismo Campo Y Telecomunicaciones Sas,J6110 - Actividades de telecomunicaciones alámbricas,,$0,$0,$0,,$79
,900062698,900062698 - Impak A.L. Tecnicos Ltda,C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,,$21833,$5458,$5473,$2296,$11685
,900063205,900063205 - Ferreteria Macot Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$598,$598,$150,,$225
,900063262,900063262 - Proyecto Soto Norte S.A.S.,B0722 - Extracción de oro y otros metales preciosos,,$0,$0,$0,$1151,$6190620
,900063445,900063445 - Gaseosas De Girardot Sas,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas",,$29228,$7307,$8834,$680,$12016
,900063815,900063815 - Reencauchadora Colombia Reencol S A S,C2212 - Reencauche de llantas usadas,,$34963,$8741,$8791,$973,$19143
,900064324,900064324 - Sistemas Comerciales Syscom S.A,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",,$14211,$3553,$10084,$796,$7588
,900064443,900064443 - Industrias Audiovisuales Colombianas Sas,J6399 - Otras actividades de servicios de información n.c.p.,,$8445,$2111,$5675,$3,$97429
,900064926,900064926 - Canaan Inversiones Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1884,$471,$0,,$9962
,900065521,900065521 - Ziboject Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$45671,$11418,$15076,$10976,$18322
,900066316,900066316 - Compañia Ganadera La Milagrosa Sas En Reorganizacion,A0141 - Cría de ganado bovino y bufalino,,$62324,$15581,$5505,$30648,$43677
,900066323,900066323 - Iluminaciones Del Alto Magdalena Sa Iamsa,M7120 - Ensayos y análisis técnicos,,$23228,$5807,$11197,$20566,$16279
,900068828,900068828 - Receberas El Boqueron Zt Sa,"B0811 - Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",,$12201,$3050,$6135,$53,$12849
,900069348,900069348 - Pedro C Gomez Constructora Sas,F4111 - Construcción de edificios residenciales,,$20567,$5142,$3026,$28699,$57002
,900070142,900070142 - Bison Trucks S.A.S,G4512 - Comercio de vehículos automotores usados,,$23801,$11900,$1224,$1937,$14666
,900070445,900070445 - Inversiones Montoya Y Muñoz Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$16181,$4045,$0,$6706,$181689
,900070641,900070641 - Texas Oiltech Laboratories Colombia Ltda,M7120 - Ensayos y análisis técnicos,,$7670,$1917,$3676,$1447,$5731
,900071758,900071758 - Integral De Negocios Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$30392,$7598,$10833,$1121,$21181
,900071763,900071763 - Quinsagro Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$23744,$5936,$2177,$11267,$92310
,900072286,900072286 - Electro Gdd Sas,F4321 - Instalaciones eléctricas,,$37721,$9430,$10875,$1089,$19286
,900073066,900073066 - Trancora Sas,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",,$867452,$216863,$54694,$4369,$151291
,900073080,900073080 - Ci Industrias Ferrogalvan Ltda,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,,$16520,$4130,$4638,$605,$4054
,900073081,900073081 - Serviclinicos Dromedica S.A.,K6521 - Servicios de seguros sociales de salud,,$49656,$24828,$12512,$9003,$14533
,900073355,900073355 - Inversiones Cornejo Ruiz Limitada,"G4723 - Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",,$13060,$3265,$4445,$454,$3914
,900074348,900074348 - Sumicorp Ltda,G4690 - Comercio al por mayor no especializado,,$91088,$30363,$26690,$16012,$18709
,900075376,900075376 - Fahesi Y Cia S En Cs,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$4920,$1230,$0,$292,$30685
,900075379,900075379 - Agregados El Rodeo Sas,"B0811 - Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",,$2317,$579,$62,$13293,$26289
,900076720,900076720 - Sodiak Sa,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$164413,$41103,$19367,$7067,$30592
,900077452,900077452 - Intexzona Sa Usuario Operador De Zona Franca,M7010 - Actividades de administración empresarial,,$38149,$9537,$35419,$3911,$44327
,900078163,900078163 - Manufacturas Sas Matecsa,C2511 - Fabricación de productos metálicos para uso estructural,,$406721,$81344,$75742,$29635,$122638
,900078484,900078484 - Torrescar Sa En Reorganizacion,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$34426,$8607,$8710,$20362,$14080
,900079139,900079139 - Grupo Tecnotronix S.A.S,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,,,,$0,$413,$150
,900079301,900079301 - Tradercol Sas En Reorganizaciontradercol Sas En Reorganizacion,G4631 - Comercio al por mayor de productos alimenticios,,$24869,$8290,($977),$68476,$12253
,900079683,900079683 - Factor Center Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",,$793,$198,$0,$60662,$18037
,900080053,900080053 - Jaramirez E Hijos Sas,K6613 - Otras actividades relacionadas con el mercado de valores,,$27169,$6792,$19725,$17546,$273797
,900080076,900080076 - Compañia Minera Nacional Limitada,F4290 - Construcción de otras obras de ingeniería civil,,$2984,$995,$1183,$44,$5065
,900081294,900081294 - Ceramica San Lorenzo Colombia Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$75997,$15199,$11035,$4854,$32067
,900081422,900081422 - Discolacteos S.A.S.,"G4722 - Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados",,$228290,$57072,$33337,$91,$27040
,900081985,900081985 - Geodim Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,$5261,$1315,$2114,$18482,$7353
,900084363,900084363 - Lexmana Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$173726,$43432,$34663,$42638,$36446
,900084379,900084379 - Aromasynt Sas,G4631 - Comercio al por mayor de productos alimenticios,,$219250,$54812,$34572,$46228,$47885
,900084999,900084999 - Promotores Del Oriente S.A,G4511 - Comercio de vehículos automotores nuevos,,$297333,$59467,$37560,$39442,$28817
,900085105,900085105 - Carbones Industriales Colombianos Eu,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",,$14991,$4997,$2651,$1495,$12830
,900086028,900086028 - Calzados 3025 Sa,"C1521 - Fabricación de calzado de cuero y piel, con cualquier tipo de suela",,$44469,$11117,$12887,$3408,$38066
,900086174,900086174 - Inmadica Andina Sa,G4690 - Comercio al por mayor no especializado,,$82464,$20616,$21684,$11291,$13323
,900087044,900087044 - Colbeef S.A.S,C1011 - Procesamiento y conservación de carne y productos cárnicos,,$171970,$19108,$58003,$133562,$500610
,900087988,900087988 - Inversiones Agricolas Santafe S.A.-Agrosantafe S.A. En Reorganizacion,A0129 - Otros cultivos permanentes n.c.p.,,$2169,$542,$675,$2566,$22196
,900088206,900088206 - Gpr Constructora Ingenieria & Arquitectura Sas,F4390 - Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,,$19315,$4829,$5422,$0,$12950
,900089916,900089916 - Preesman Colombia Sas,A0125 - Cultivo de flor de corte,,$22996,$5749,$2804,$866,$7754
,900090162,900090162 - Alimentar Y Suministros Sas,C1084 - Elaboración de comidas y platos preparados,,$1565,$1565,$0,$1612,$1472
,900090715,900090715 - Importadora Superior Sas,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",,$93985,$46993,$29088,$8564,$53709
,900091588,900091588 - Inversiones Family Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$0,$0,$0,$0,$2423
,900091949,900091949 - Duwest Colombia Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$688193,$137639,$152477,$17381,$128091
,900092360,900092360 - Ganaderia La Estancia Sas,A0141 - Cría de ganado bovino y bufalino,,$5697,$2849,$997,$5061,$5603
,900092386,900092386 - Talentos En Accion Ltda,N7820 - Actividades de empresas de servicios temporales,,$51828,$12957,$1562,$113,$4338
,900093141,900093141 - Gibraltar Investments Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$4028,$1007,$0,,$120304
,900093411,900093411 - Urbanizadora Martinez Esparza Sas,F4111 - Construcción de edificios residenciales,,$29842,$14921,$855,$44717,$200738
,900095399,900095399 - Mnw Llc Sucursal Colombia,F4111 - Construcción de edificios residenciales,,$203,$101,$99,$0,$805
,900095680,900095680 - Productos Alimenticios Bellini Sas,C1051 - Elaboración de productos de molinería,,$182144,$36429,$30712,$27236,$55759
,900096609,900096609 - Ingenieria Y Alquileres Md Sas,F4290 - Construcción de otras obras de ingeniería civil,,$137798,$34449,$52818,$1017,$50888
,900097036,900097036 - Inversiones Sutagao S.A.,G4731 - Comercio al por menor de combustible para automotores,,$77389,$19347,$9556,$5757,$41314
,900097459,900097459 - Industria Colombiana De Asfaltos S.A.S,C1921 - Fabricación de productos de la refinación del petróleo,,$91710,$91710,$5154,$21325,$21839
,900098256,900098256 - Inversiones Kloklo S.A.S.,A0141 - Cría de ganado bovino y bufalino,,$5575,$1115,$1431,$1074,$10133
,900098340,900098340 - Technology Store 2006 Sas,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",,$312139,$78035,$39332,$21989,$35976
,900098587,900098587 - Ingenierí Y Soporte Tecnico En Seguridad Sas,G4690 - Comercio al por mayor no especializado,,$1640,$820,$781,,$1472
,900099037,900099037 - Frutas Industriales De Santander S.A.S - Fruinsa S.A.S,"C1020 - Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",,$17079,$4270,$3240,$1984,$2414
,900099170,900099170 - Gyr Ingenieria S.A.S. Bic,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,$24096,$8032,$6455,$2598,$3430
,900099942,900099942 - Distribuidora De Suministros La Hacienda Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$108484,$27121,$22032,$20312,$29593
,900100581,900100581 - Pábulo S.A.S,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$450,$112,$0,$0,$102372
,900100655,900100655 - C.S.A Constructora Santa Ana S.A.S.,F4111 - Construcción de edificios residenciales,,$36651,$7330,$7263,$34606,$22368
,900100695,900100695 - Aquasoft S.A. En Reorganizacion,G4690 - Comercio al por mayor no especializado,,$376,$376,$114,$1871,($3631)
,900102101,900102101 - Advanced Products Colombia Sas,C3290 - Otras industrias manufactureras n.c.p.,,$13070,$3268,$5448,$1568,$9145
,900102227,900102227 - Netafim Colombia Ltda,G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios,,$31185,$31185,$5464,$677,$22526
,900103996,900103996 - Zambrano Cabrera Sas,H4923 - Transporte de carga por carretera,,$4640,$1160,$1640,$2066,$62896
,900104372,900104372 - Productora Agrícola Ag Sas Sociedad De  Comercialización Internacional,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$47916,$23958,$10109,$3745,$5508
,900104899,900104899 - Perfiaceros De Colombia Sas,C2511 - Fabricación de productos metálicos para uso estructural,,$234216,$58554,$13724,$995,$15716
,900105377,900105377 - Agroindustria Palmar Del Rio S.A,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,$3579,$1193,$259,$2,$4142
,900106163,900106163 - Green And Fresh Sas,G4631 - Comercio al por mayor de productos alimenticios,,$345263,$86316,$47370,$6978,$26215
,900106575,900106575 - Praxes Minera Sas,B0510 - Extracción de hulla (carbón de piedra),,$44289,$11072,$16089,$352,$7872
,900108579,900108579 - Automotores Comerciales Autocom S.A.,G4511 - Comercio de vehículos automotores nuevos,,$1277834,$255567,$175126,$359342,$75180
,900109762,900109762 - Representaciones Duran Rueda Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$6324,$1581,$4013,$5387,$6767
,900109886,900109886 - Esico Sa,F4290 - Construcción de otras obras de ingeniería civil,,$9008,$2252,$4173,$9695,$41157
,900110590,900110590 - General Rigs Services Sas,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,,$211163,$52791,$71268,$43234,$106195
,900110631,900110631 - Omimed Sas,"Q8621 - Actividades de la práctica médica, sin internación",,$7250,$2417,$1660,,$4839
,900110940,900110940 - Inversiones Lucedmarb Sa,"Q8610 - Actividades de hospitales y clínicas, con internación",,$73867,$24622,$18364,$5926,$48271
,900111585,900111585 - Planta Oleaginosa De  La  Moneda S.A.,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,$8541,$2135,$3807,,$19826
,900111586,900111586 - Proyectos E Inversiones El Parque S.A.,E3811 - Recolección de desechos no peligrosos,,$5302,$1326,$4429,$7416,$52354
,900111588,900111588 - Inversiones Y Constructora Sance Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$657,$219,$139,,$6915
,900112253,900112253 - Su Moto Del Magdalena Sas,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",,$62219,$15555,$12155,$1189,$22801
,900112580,900112580 - Grupo Empesarial Alhambra Sas,G4731 - Comercio al por menor de combustible para automotores,,$401,$134,$1,$467,$16971
,900113114,900113114 - Yacimientos Jorwil S A S,B0510 - Extracción de hulla (carbón de piedra),,$24297,$6074,$11584,$2645,$18505
,900115223,900115223 - Civarel Ingenieria Ltda En Reorganizacion,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,$1292,$646,$622,$1441,$974
,900116117,900116117 - Ingenieros Acosta Silva Ingsas & Cia  S.A.S,F4290 - Construcción de otras obras de ingeniería civil,,$113,$113,$0,,$422
,900116167,900116167 - Constructora Gomez Y Gomez Sas,F4112 - Construcción de edificios no residenciales,,$2592,$1296,$1160,$2827,$83786
,900116408,900116408 - Plata Arguello & Cia Sca,C1081 - Elaboración de productos de panadería,,$54514,$13629,$14884,$10271,$8897
,900117068,900117068 - Anacape Limitada,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,$30188,$7547,$3471,$107,$59178
,900118440,900118440 - Temporing Sa,N7820 - Actividades de empresas de servicios temporales,,$95207,$23802,$7730,$26371,$7178
,900119754,900119754 - Promotora Sumapaz Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$5706,$1427,$5172,$2575,$67191
,900120841,900120841 - Gasenergy Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,$37,$18,$21,,$4392
,900121530,900121530 - Extractora San Fernando Sas,C1031 - Extracción de aceites de origen vegetal crudos,,$481255,$120314,$79496,$108519,$203561
,900121629,900121629 - Bronces Y Latones Aleados Sas,C2429 - Industrias básicas de otros metales no ferrosos,,$55961,$13990,$4782,$4698,$28441
,900123504,900123504 - Cablecol Y Cia Sca,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$1482993,$370748,$187826,$305280,$306406
,900123843,900123843 - Sascarga Sa,H4923 - Transporte de carga por carretera,,$388,$388,$140,,$983
,900123883,900123883 - Agroquimicos Oriente S.A.S.,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$196043,$49011,$24948,$32,$39863
,900124556,900124556 - Finantex Sas,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,$22861,$4572,$15772,$68953,$40279
,900124662,900124662 - Club Deportivo Real Santander S.A.,R9312 - Actividades de clubes deportivos,,$14204,$3551,$0,$963,$12095
,900125288,900125288 - Agriandes Daymsa Sa,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$60680,$15170,$27766,$1498,$40248
,900125833,900125833 - Reforestadora De Colombia S.A.,A0210 - Silvicultura y otras actividades forestales,,$104,$35,$92,$60,$5421
,900125919,900125919 - Granyproc S.A.S.,C1051 - Elaboración de productos de molinería,,$42551,$10638,$5350,$27635,$9728
,900126439,900126439 - Primos Aliados Sa,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,$6616,$1654,$2487,$331,$13824
,900126515,900126515 - Energy Control Amg S.A.S En Reorganizacion,C2819 - Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,,,,$0,$14154,($5639)
,900126521,900126521 - Inversiones H&R Sas,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,$20229,$5057,$3045,$1972,$4194
,900126719,900126719 - Solutra De Colombia Ltda,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$133964,$33491,$29537,$17,$62650
,900127114,900127114 - Integral Oil Services Group S.A.S En Reorganizacion,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",,$26191,$6548,$6188,$16702,($7809)
,900127140,900127140 - Cia Miguel Caballero Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",,$421427,$84285,$130195,$123897,$146880
,900127152,900127152 - Itaka Hardware Sociedad Por Acciones Simplificadas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$14291,$3573,$5917,$5890,$8707
,900127675,900127675 - Logistica Institucional Colombiana Sas,I5611 - Expendio a la mesa de comidas preparadas,,$100316,$25079,$28236,$17959,$44535
,900128731,900128731 - Carbones Quintana Alvarado Sas,B0510 - Extracción de hulla (carbón de piedra),,$67461,$16865,$17906,$1075,$35200
,900129262,900129262 - Supermotos De Girardot Sas,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",,$7721,$7721,$1508,,($1568)
